SourceCode,SourceDescription,SourceTermStatus,TargetSourceCode,TargetDescription,TargetTermStatus,TargetDomain,IsRestricted,Source Archetype ID,Source Archetype Node ID,Source Archetype path,Source Archetype reference ID,,,,,,,,
1186,Comment,Active,48767-8,Annotation comment {system} Imp Pt Nar,Active,Clinical Document,False,s2-EHR-Direct_observation.blood_pressure.v3,id34,/data[id34],,,,,,,,,
1187,Position,Active,8361-8,Body position with respect to gravity Patient Type Pt Nom *,Active,General,False,s2-EHR-Direct_observation.blood_pressure.v3,id9,/state[id9],,,,,,,,,
1188,Confounding factors,Active,106176-1,Confounding factors Patient Find Pt Nom,Active,General,False,s2-EHR-Direct_observation.blood_pressure.v3,id1053,/state[id1053],,,,,,,,,
1189,Exertion,Active,107128-1,Exertion Phase,Active,General,False,s2-EHR-Direct_observation.blood_pressure.v3,id1031,/state[id1031],s2-EHR-Info_node.level_of_exertion.v0,,,,,,,,
1190,Sleep status,Active,107145-5,Sleep status,Active,General,False,s2-EHR-Direct_observation.blood_pressure.v3,id1044,/state[id1044],,,,,,,,,
1191,Tilt,Active,8360-0,Body position head tilt Patient Angle Pt Qn *,Active,General,False,s2-EHR-Direct_observation.blood_pressure.v3,id1006,/state[id1006],,,,,,,,,
1192,Cuff size,Active,8358-4,Cuff size Blood pressure device Len Pt OrdQn,Active,General,False,s2-EHR-Direct_observation.blood_pressure.v3,id14,/qualifiers[id14],,,,,,,,,
1193,Location of measurement,Active,39111-0,Body site Patient Anat Pt Nom,Active,General,False,s2-EHR-Direct_observation.blood_pressure.v3,id15,/qualifiers[id15],,,,,,,,,
1194,Structured measurement location,Active,72369-2,Body site identification panel Patient - Pt -,Active,General,False,s2-EHR-Direct_observation.blood_pressure.v3,id1058,/qualifiers[id1058],s2-EHR-Info_node.anatomical_location.v1,,,,,,,,
1195,Method,Active,8357-6,Blood pressure method Patient Type Pt Nom *,Active,General,False,s2-EHR-Direct_observation.blood_pressure.v3,id1036,/qualifiers[id1036],,,,,,,,,
1196,Mean arterial pressure formula,Active,107142-2,Mean arterial pressure formula,Active,General,False,s2-EHR-Direct_observation.blood_pressure.v3,id1039,/qualifiers[id1039],,,,,,,,,
1197,Systolic pressure formula,Active,107141-4,Systolic pressure formula,Active,General,False,s2-EHR-Direct_observation.blood_pressure.v3,id1055,/qualifiers[id1055],,,,,,,,,
1198,Diastolic pressure formula,Active,107143-0,Diastolic pressure formula,Active,General,False,s2-EHR-Direct_observation.blood_pressure.v3,id1056,/qualifiers[id1056],,,,,,,,,
1199,Diastolic endpoint,Active,107144-8,Diastolic endpoint,Active,General,False,s2-EHR-Direct_observation.blood_pressure.v3,id1011,/qualifiers[id1011],,,,,,,,,
1200,Device,Active,82307-0,Vendor device information panel {Device} - Pt -,Active,General,False,s2-EHR-Direct_observation.blood_pressure.v3,id1026,/qualifiers[id1026],s2-EHR-Entity_ref_node.device_ref.v1,,,,,,,,
1201,Systolic,Active,8480-6,Intravascular systolic Arterial system Pres Pt Qn,Active,General,False,s2-EHR-Direct_observation.blood_pressure.v3,id5,/data_series[id1043]/items[id5],,,,,,,,,
1202,Diastolic,Active,8462-4,Intravascular diastolic Arterial system Pres Pt Qn,Active,General,False,s2-EHR-Direct_observation.blood_pressure.v3,id6,/data_series[id1043]/items[id6],,,,,,,,,
1203,Mean arterial pressure,Active,8478-0,Intravascular mean Arterial system Pres Pt Qn,Active,General,False,s2-EHR-Direct_observation.blood_pressure.v3,id1007,/data_series[id1043]/items[id1007],,,,,,,,,
1204,Pulse pressure,Active,a84a7424-6882-ef11-8870-6045bdc71c8b,24 Hour Average Pulse pressure,Active,General,False,s2-EHR-Direct_observation.blood_pressure.v3,id1008,/data_series[id1043]/items[id1008],,,,,,,,,
1205,Clinical interpretation,Active,64110-0,Interpretation Patient Imp Pt Nom,Active,General,False,s2-EHR-Direct_observation.blood_pressure.v3,id1060,/data_series[id1043]/items[id1060],,,,,,,,,
1206,Comment,Active,48767-8,Annotation comment {system} Imp Pt Nar,Active,Clinical Document,False,s2-EHR-Direct_observation.blood_pressure.v3,id34,/data_series[id1043]/items[id34],,,,,,,,,
1207,24 hour average,Active,97844-5,Blood pressure panel Patient Pres 24H Mean Qn,Active,General,False,s2-EHR-Direct_observation.blood_pressure.v3,id1043,/data_series[id1043],,,,,,,,,
1208,Position,Active,8361-8,Body position with respect to gravity Patient Type Pt Nom *,Active,General,False,s2-EHR-Direct_observation.blood_pressure.v3,id9,/state_series[id1043]/items[id9],,,,,,,,,
1209,BP Associated Situation,Active,106168-8,Associated situation Patient Find Pt Nom,Active,General,False,s2-EHR-Direct_observation.blood_pressure.v3,id1053,/state_series[id1043]/items[id1053],,,,,,,,,
1210,Exertion,Active,107128-1,Exertion Phase,Active,General,False,s2-EHR-Direct_observation.blood_pressure.v3,id1031,/state_series[id1043]/items[id1031],,,,,,,,,
1211,Sleep status,Active,107145-5,Sleep status,Active,General,False,s2-EHR-Direct_observation.blood_pressure.v3,id1044,/state_series[id1043]/items[id1044],,,,,,,,,
1212,Tilt,Active,8360-0,Body position head tilt Patient Angle Pt Qn *,Active,General,False,s2-EHR-Direct_observation.blood_pressure.v3,id1006,/state_series[id1043]/items[id1006],,,,,,,,,
1213,24 hour average,Active,97844-5,Blood pressure panel Patient Pres 24H Mean Qn,Active,General,False,s2-EHR-Direct_observation.blood_pressure.v3,id1043,/state_series[id1043],,,,,,,,,
1214,Blood pressure,Active,35094-2,Blood pressure panel Patient - Pt -,Active,General,False,s2-EHR-Direct_observation.blood_pressure.v3,id1,/,,,,,,,,,
1215,Body mass index,Active,59574-4,Body mass index Patient Prctl Pt Qn,Active,General,False,s2-EHR-Direct_observation.body_mass_index.v2,id5,/data[id5],,,,,,,,,
1216,Clinical interpretation,Active,64110-0,Interpretation Patient Imp Pt Nom,Active,General,False,s2-EHR-Direct_observation.body_mass_index.v2,id14,/data[id14],,,,,,,,,
1217,Comment,Active,106173-8,General comment Patient Find Pt Nar,Active,General,False,s2-EHR-Direct_observation.body_mass_index.v2,id13,/data[id13],,,,,,,,,
1218,Confounding factors,Active,106176-1,Confounding factors Patient Find Pt Nom,Active,General,False,s2-EHR-Direct_observation.body_mass_index.v2,id12,/state[id12],,,,,,,,,
1219,Method,Active,106191-0,General method Find Pt Nom,Active,General,False,s2-EHR-Direct_observation.body_mass_index.v2,id7,/qualifiers[id7],,,,,,,,,
1220,Formula,Active,107102-6,BMI Formula,Active,General,False,s2-EHR-Direct_observation.body_mass_index.v2,id11,/qualifiers[id11],,,,,,,,,
1222,Body mass index,Active,59574-4,Body mass index Patient Prctl Pt Qn,Active,General,False,s2-EHR-Direct_observation.body_mass_index.v2,id1,/,,,,,,,,,
1223,Temperature,Active,8310-5,Body temperature Patient Temp Pt Qn,Active,General,False,s2-EHR-Direct_observation.body_temperature.v2,id5,/data[id5],,,,,,,,,
1224,Comment,Active,106173-8,General comment Patient Find Pt Nar,Active,General,False,s2-EHR-Direct_observation.body_temperature.v2,id64,/data[id64],,,,,,,,,
1225,Body exposure,Active,b18e717a-6882-ef11-8870-6045bdc71c8b,Body exposure,Active,General,False,s2-EHR-Direct_observation.body_temperature.v2,id31,/state[id31],,,,,,,,,
1226,Description of thermal stress,Active,57476e83-6882-ef11-8870-6045bdc71c8b,Thermal stress description,Active,General,False,s2-EHR-Direct_observation.body_temperature.v2,id42,/state[id42],,,,,,,,,
1227,Day of menstrual cycle,Active,107139-8,"Menstrual cycle day, int",Active,General,False,s2-EHR-Direct_observation.body_temperature.v2,id66,/state[id66],,,,,,,,,
1228,Body Temp Associated Situation,Active,106168-8,Associated situation Patient Find Pt Nom,Active,General,False,s2-EHR-Direct_observation.body_temperature.v2,id67,/state[id67],,,,,,,,,
1229,Environmental conditions,Active,6a144fae-7082-ef11-8870-6045bdc71c8b,Environmental conditions panel,Active,General,False,s2-EHR-Direct_observation.body_temperature.v2,id57,/state[id57],s2-EHR-Info_node.environmental_conditions.v0,,,,,,,,
1230,Exertion,Active,107128-1,Exertion Phase,Active,General,False,s2-EHR-Direct_observation.body_temperature.v2,id58,/state[id58],s2-EHR-Info_node.level_of_exertion.v0,,,,,,,,
1231,Location of measurement,Active,72369-2,Body site identification panel Patient - Pt -,Active,General,False,s2-EHR-Direct_observation.body_temperature.v2,id22,/qualifiers[id22],,,,,,,,,
1232,Structured measurement location,Active,72369-2,Body site identification panel Patient - Pt -,Active,General,False,s2-EHR-Direct_observation.body_temperature.v2,id65,/qualifiers[id65],s2-EHR-Info_node.anatomical_location.v1,,,,,,,,
1233,Device,Active,74720-4,Device name {Device} ID Pt Nom,Active,General,False,s2-EHR-Direct_observation.body_temperature.v2,id60,/qualifiers[id60],s2-EHR-Entity_ref_node.device_ref.v1,,,,,,,,
1234,Body temperature,Active,8310-5,Body temperature Patient Temp Pt Qn,Active,General,False,s2-EHR-Direct_observation.body_temperature.v2,id1,/,,,,,,,,,
1235,Weight,Active,29463-7,Body weight Patient Mass Pt Qn,Active,General,False,s2-EHR-Direct_observation.body_weight.v2,id5,/data[id5],,,,,,,,,
1236,Comment,Active,106173-8,General comment Patient Find Pt Nar,Active,General,False,s2-EHR-Direct_observation.body_weight.v2,id25,/data[id25],,,,,,,,,
1237,State of dress,Active,8352-7,Clothing worn during measure Patient Type Pt Nom,Active,General,False,s2-EHR-Direct_observation.body_weight.v2,id10,/state[id10],,,,,,,,,
1238,Body Weight Associated Situation,Active,106168-8,Associated situation Patient Find Pt Nom,Active,General,False,s2-EHR-Direct_observation.body_weight.v2,id26,/state[id26],,,,,,,,,
1239,Device,Active,74720-4,Device name {Device} ID Pt Nom,Active,General,False,s2-EHR-Direct_observation.body_weight.v2,id21,/qualifiers[id21],s2-EHR-Entity_ref_node.device_ref.v1,,,,,,,,
1240,Weight,Active,29463-7,Body weight Patient Mass Pt Qn,Active,General,False,s2-EHR-Direct_observation.body_weight.v2,id5,/data_series[id27]/items[id5],,,,,,,,,
1241,Comment,Active,106173-8,General comment Patient Find Pt Nar,Active,General,False,s2-EHR-Direct_observation.body_weight.v2,id25,/data_series[id27]/items[id25],,,,,,,,,
1242,Birth weight,Active,8339-4,Body weight At birth Patient Mass Pt Qn Measured,Active,General,False,s2-EHR-Direct_observation.body_weight.v2,id27,/data_series[id27],,,,,,,,,
1246,Body weight,Active,29463-7,Body weight Patient Mass Pt Qn,Active,General,False,s2-EHR-Direct_observation.body_weight.v2,id1,/,,,,,,,,,
1247,Heart Rate,Active,8867-4,Heart rate NRat Pt Qn,Active,General,False,s2-EHR-Direct_observation.heart_rate.v1,id5,/data[id5],,,,,,,,,
1248,Clinical interpretation,Active,64110-0,Interpretation Patient Imp Pt Nom,Active,General,False,s2-EHR-Direct_observation.heart_rate.v1,id1060,/data[id1060],,,,,,,,,
1249,Body Position,Active,8361-8,Body position with respect to gravity Patient Type Pt Nom *,Active,General,False,s2-EHR-Direct_observation.heart_rate.v1,id9,/state[id9],,,,,,,,,
1250,Associated Situation,Active,106168-8,Associated situation Patient Find Pt Nom,Active,General,False,s2-EHR-Direct_observation.heart_rate.v1,id1053,/state[id1053],,,,,,,,,
1251,Exertion,Active,107128-1,Exertion Phase,Active,General,False,s2-EHR-Direct_observation.heart_rate.v1,id1031,/state[id1031],s2-EHR-Info_node.level_of_exertion.v0,,,,,,,,
1252,Sleep Status,Active,107145-5,Sleep status,Active,General,False,s2-EHR-Direct_observation.heart_rate.v1,id1006,/state[id1006],,,,,,,,,
1253,Location of measurement,Active,39111-0,Body site Patient Anat Pt Nom,Active,General,False,s2-EHR-Direct_observation.heart_rate.v1,id15,/qualifiers[id15],,,,,,,,,
1254,Method,Active,8886-4,Heart rate method Heart rate measure Type Pt Nom *,Active,General,False,s2-EHR-Direct_observation.heart_rate.v1,id1036,/qualifiers[id1036],,,,,,,,,
1255,Device,Active,82307-0,Vendor device information panel {Device} - Pt -,Active,General,False,s2-EHR-Direct_observation.heart_rate.v1,id1026,/qualifiers[id1026],s2-EHR-Entity_ref_node.device_ref.v1,,,,,,,,
1256,Heart Rate,Active,8867-4,Heart rate NRat Pt Qn,Active,General,False,s2-EHR-Direct_observation.heart_rate.v1,id5,/data_series[id1043]/items[id5],,,,,,,,,
1257,Clinical interpretation,Active,64110-0,Interpretation Patient Imp Pt Nom,Active,General,False,s2-EHR-Direct_observation.heart_rate.v1,id1060,/data_series[id1043]/items[id1060],,,,,,,,,
1264,Heart Rate,Active,8867-4,Heart rate NRat Pt Qn,Active,General,False,s2-EHR-Direct_observation.heart_rate.v1,id1,/,,,,,,,,,
1265,Height/length,Active,8302-2,Body height Patient Len Pt Qn,Active,General,False,s2-EHR-Direct_observation.height.v2,id5,/data[id5],,,,,,,,,
1266,Comment,Active,106173-8,General comment Patient Find Pt Nar,Active,General,False,s2-EHR-Direct_observation.height.v2,id19,/data[id19],,,,,,,,,
1267,Position,Active,8361-8,Body position with respect to gravity Patient Type Pt Nom *,Active,General,False,s2-EHR-Direct_observation.height.v2,id15,/state[id15],,,,,,,,,
1268,Height Associated Situation,Active,106168-8,Associated situation Patient Find Pt Nom,Active,General,False,s2-EHR-Direct_observation.height.v2,id20,/state[id20],,,,,,,,,
1269,Device,Active,74720-4,Device name {Device} ID Pt Nom,Active,General,False,s2-EHR-Direct_observation.height.v2,id12,/qualifiers[id12],s2-EHR-Entity_ref_node.device_ref.v1,,,,,,,,
1270,Method,Active,83844-1,Body height method Type Pt Nom *,Active,General,False,s2-EHR-Direct_observation.height.v2,id40,/qualifiers[id40],,,,,,,,,
1271,Birth - height/length,Active,8302-2,Body height Patient Len Pt Qn,Active,General,False,s2-EHR-Direct_observation.height.v2,id5,/data_series[id22]/items[id5],,,,,,,,,
1272,Comment,Active,106173-8,General comment Patient Find Pt Nar,Active,General,False,s2-EHR-Direct_observation.height.v2,id19,/data_series[id22]/items[id19],,,,,,,,,
1273,Birth - height/length,Active,89269-5,Body height At birth Patient Len Pt Qn Measured,Active,General,False,s2-EHR-Direct_observation.height.v2,id22,/data_series[id22],,,,,,,,,
1277,Length,Active,8302-2,Body height Patient Len Pt Qn,Active,General,False,s2-EHR-Direct_observation.height.v2,id1,/,,,,,,,,,
1278,SpO2,Active,59408-5,Oxygen saturation BldA MFr Pt Qn Pulse oximetry,Active,General,False,s2-EHR-Direct_observation.pulse_oximetry.v1,id7,/data[id7],,,,,,,,,
1279,SpOC,Active,57800-5,Oxygen content Bld VFr Pt Qn Calculated,Active,Lab Test,False,s2-EHR-Direct_observation.pulse_oximetry.v1,id45,/data[id45],,,,,,,,,
1280,SpCO,Active,86904-0,Carboxyhemoglobin/Hemoglobin.total BldA MFr Pt Qn Pulse oximetry,Active,General,False,s2-EHR-Direct_observation.pulse_oximetry.v1,id46,/data[id46],,,,,,,,,
1281,SpMet,Active,2614-6,Methemoglobin/Hemoglobin.total Bld MFr Pt Qn,Active,Lab Test,False,s2-EHR-Direct_observation.pulse_oximetry.v1,id47,/data[id47],,,,,,,,,
1282,Waveform,Active,4175e0c4-6882-ef11-8870-6045bdc71c8b,Waveform,Active,General,False,s2-EHR-Direct_observation.pulse_oximetry.v1,id55,/data[id55],s2-EHR-Info_node.waveform.v0,,,,,,,,
1284,Interpretation,Active,64110-0,Interpretation Patient Imp Pt Nom,Active,General,False,s2-EHR-Direct_observation.pulse_oximetry.v1,id59,/data[id59],,,,,,,,,
1285,Comment,Active,48767-8,Annotation comment {system} Imp Pt Nar,Active,Clinical Document,False,s2-EHR-Direct_observation.pulse_oximetry.v1,id37,/data[id37],,,,,,,,,
1286,Exertion,Active,107128-1,Exertion Phase,Active,General,False,s2-EHR-Direct_observation.pulse_oximetry.v1,id35,/state[id35],s2-EHR-Info_node.level_of_exertion.v0,,,,,,,,
1287,Inspired oxygen,Active,19996-8,Oxygen/Inspired gas On ventilator Respiratory system VFr Pt Qn,Active,General,False,s2-EHR-Direct_observation.pulse_oximetry.v1,id16,/state[id16],s2-EHR-Info_node.inspired_oxygen.v1,,,,,,,,
1288,PulseOx Associated Situation,Active,106168-8,Associated situation Patient Find Pt Nom,Active,General,False,s2-EHR-Direct_observation.pulse_oximetry.v1,id17,/state[id17],,,,,,,,,
1289,Sensor site,Active,20081-6,Pulse oximetry site * Anat Pt Nom,Active,General,False,s2-EHR-Direct_observation.pulse_oximetry.v1,id10,/qualifiers[id10],,,,,,,,,
1290,Pre/post-ductal,Active,107140-6,Pre/post-ductal,Active,General,False,s2-EHR-Direct_observation.pulse_oximetry.v1,id62,/qualifiers[id62],,,,,,,,,
1291,Oximetry device,Active,82307-0,Vendor device information panel {Device} - Pt -,Active,General,False,s2-EHR-Direct_observation.pulse_oximetry.v1,id19,/qualifiers[id19],s2-EHR-Entity_ref_node.device_ref.v1,,,,,,,,
1293,Pulse oximetry,Active,24336-0,Gas panel BldA - Pt Qn,Active,Lab Test,False,s2-EHR-Direct_observation.pulse_oximetry.v1,id1,/,,,,,,,,,
1294,Respiratory Rate,Active,9279-1,Breaths Respiratory system NRat Pt Qn,Active,General,False,s2-EHR-Direct_observation.respiratory_rate.v1,id5,/data[id5],,,,,,,,,
1295,Clinical interpretation,Active,64110-0,Interpretation Patient Imp Pt Nom,Active,General,False,s2-EHR-Direct_observation.respiratory_rate.v1,id1060,/data[id1060],,,,,,,,,
1296,Body Position,Active,8361-8,Body position with respect to gravity Patient Type Pt Nom *,Active,General,False,s2-EHR-Direct_observation.respiratory_rate.v1,id9,/state[id9],,,,,,,,,
1297,Exertion,Active,107128-1,Exertion Phase,Active,General,False,s2-EHR-Direct_observation.respiratory_rate.v1,id1031,/state[id1031],s2-EHR-Info_node.level_of_exertion.v0,,,,,,,,
1298,Method,Active,9275-9,Breath rate method Breath rate measurement Type Pt Nom *,Active,General,False,s2-EHR-Direct_observation.respiratory_rate.v1,id1036,/qualifiers[id1036],,,,,,,,,
1299,Device,Active,82307-0,Vendor device information panel {Device} - Pt -,Active,General,False,s2-EHR-Direct_observation.respiratory_rate.v1,id1026,/qualifiers[id1026],s2-EHR-Entity_ref_node.device_ref.v1,,,,,,,,
1300,Respiratory Rate,Active,9279-1,Breaths Respiratory system NRat Pt Qn,Active,General,False,s2-EHR-Direct_observation.respiratory_rate.v1,id5,/data_series[id1043]/items[id5],,,,,,,,,
